ºº×Ö,Æ´Òô,±Ê»­,´ÊÆµ
è÷,zi,11,3
Âæ,luo,9,3
½Æ,jiao,9,3
õê,jue,19,3
¶ê,e,13,3
ÛÕ,yong,16,4
óË,hu,10,4
óÔ,tiao,11,4
ğÈ,chun,13,4
·Ü,fen,8,4
Ó¥,ying,18,4
Ùº,feng,10,4
Ã¬,mao,5,4
Ó£,ying,15,4
Âì,ma,9,4
äù,si,15,4
º»,ben,5,4
Ùô,xie,12,4
Øê,ding,4,4
Ó±,ying,13,4
ØÆ,ze,4,4
íÙ,jie,14,4
òü,ao,16,4
ìû,xi,16,4
×¤,zhu,8,4
×®,zhuang,10,4
ÀÚ,lei,15,4
ÈÚ,rong,16,4
À¤,kun,8,4
·¥,fa,6,4
ğ¥,fu,18,4
Ì²,tan,13,4
Øõ,wu,6,4
é¶,cha,13,4
¹£,geng,11,4
º¥,hai,6,4
Öè,zhou,17,4
¾¸,jing,13,4
±î,bie,19,4
µå,dian,16,4
öú,qiu,17,4
ØÌ,ye,15,4
Àã,leng,13,4
ÄÂ,mu,16,4
õú,hu,11,4
´Ü,cuan,12,4
ÖÉ,zhi,13,4
Ûê,ao,8,4
º·,han,10,4
Ò³,ye,6,4
°Ã,ao,15,4
¾ù,jun,7,4
÷×,ran,15,4
¾Ä,jiu,7,4
Äú,nin,11,4
ÓÁ,yong,11,4
æÒ,xi,15,4
¼¶,ji,6,4
Ü¯,chi,15,4
Öá,zhou,9,4
½æ,jie,7,4
½ı,jin,10,4
¸¨,fu,11,4
ÄÈ,na,9,4
¶ë,e,10,4
Ôü,zha,12,4
ÂÓ,lue,11,4
Éë,shen,8,4
±°,bei,8,4
À¥,kun,8,4
Ñ¸,xun,6,4
Ìö,tiao,8,4
Çº,qiang,7,4
´¨,chuan,3,4
³²,chao,11,4
ôá,ling,11,4
åÇ,er,8,4
¾Ş,ju,4,4
Ää,ni,10,4
²ş,chang,11,4
·Ë,fei,10,4
Ó©,ying,11,4
ë©,chang,16,4
ßÆ,za,8,4
â©,hu,12,4
Àø,li,7,4
Øè,wang,8,4
É¸,shai,12,4
²Ş,ce,8,4
æ´,wa,10,4
æµ,xian,10,4
Õê,zhen,6,4
Âå,luo,9,4
ô§,yu,8,4
ßğ,zao,10,4
ÁŞ,lin,10,4
à§,shua,11,4
ëş,shan,17,4
Úß,chen,19,4
ëõ,ge,14,4
ß³,chi,5,4
Ò¸,ye,12,4
ËÏ,song,6,4
Şï,xuan,12,4
ŞÎ,ga,7,4
ÍÙ,tuo,11,4
ŞÏ,gan,13,4
¸ì,ge,10,4
ßü,hu,11,4
ÅÑ,pan,9,4
ÅÖ,pang,9,4
ÕÓ,zhao,8,4
à¢,dan,11,4
Ì£,ta,17,4
Şö,jian,13,4
ÏÜ,xian,9,4
Å½,ou,7,4
Ôı,zha,5,4
Çû,qu,11,4
ËÊ,song,10,4
²«,bo,13,4
ºê,hong,7,4
Äí,nian,11,4
Ô³,yuan,13,4
è×,zhi,9,4
´¸,chui,13,4
ÑÄ,ya,11,4
¼Ë,ji,7,4
åû,yan,7,4
²Ú,cao,16,4
ïë,deng,17,4
´³,chuang,6,4
ÓÕ,you,9,4
ãÎ,jiu,10,4
²¾,bu,19,4
ÔĞ,yun,5,4
¶ß,duo,9,4
Ğì,xu,10,4
ãÙ,tian,13,4
æ×,shuang,20,4
è¦,xia,13,4
è§,nao,13,4
Íå,wan,12,4
Òá,yi,13,4
Ş¨,rui,15,4
»ş,ji,14,4
¹¿,gu,14,4
ãÃ,tian,8,4
Á¥,li,8,4
Ó«,ying,9,4
ñÇ,mei,9,4
¿ê,kuai,13,4
ÖË,zhi,8,4
Şà,na,11,4
·ã,feng,8,4
ÍÄ,tuan,12,4
Ùì,fu,6,4
´±,zhuang,15,4
ÅÈ,pai,12,4
º­,han,11,4
¹¹,gou,8,4
õ¦,yan,14,4
ä½,huan,10,4
çº,wan,11,4
ØØ,wen,6,4
êÑ,xuan,13,4
İÚ,wei,12,4
ºµ,han,7,4
ÉÓ,shao,10,4
¸Â,ga,14,4
Âê,ma,7,4
åß,xian,15,4
Ïå,xiang,17,4
àĞ,cao,14,4
Î³,wei,7,4
Çò,qiu,11,4
îö,diao,11,4
µò,diao,10,4
ËÃ,si,13,4
·©,fa,9,4
Òº,ye,11,4
Õñ,zhen,10,4
êı,suo,11,4
µÙ,di,12,4
é¤,guo,12,4
°â,ban,7,5
Îú,xi,12,5
Ôï,zao,17,5
½¬,jiang,10,5
ÁÊ,liao,15,5
Ç¢,qia,9,5
Ó¿,yong,10,5
¶°,dong,9,5
Íİ,wa,9,5
´É,ci,10,5
¹°,gong,9,5
ÅÃ,pa,12,5
Åı,pi,12,5
×Á,zhuo,12,5
µç,dian,5,5
Ğ®,jia,9,5
ºş,hu,12,5
ÀÅ,lang,11,5
Ôæ,zao,8,5
ìÀ,dun,8,5
Ã¶,mei,8,5
Ôî,zao,7,5
ğ©,hao,12,5
éæ,yun,11,5
ß¢,xie,15,5
ë·,chi,11,5
ÌÏ,tao,13,5
¿¾,kao,10,5
é»,zhen,14,5
°ğ,bang,10,5
Ğà,xiu,6,5
ÓÜ,yu,13,5
Â°,lu,11,5
Îà,wu,11,5
Ë·,shuo,10,5
Ãº,mei,13,5
ñ²,dian,21,5
°º,ang,8,5
áø,sun,9,5
Êë,shu,11,5
íø,mou,11,5
ÌÜ,teng,13,5
ÑÈ,ya,6,5
ôä,fei,14,5
Ú¯,zhao,7,5
Ú³,lei,8,5
î¿,ji,17,5
àû,tang,8,5
ÚÊ,xue,11,5
±ª,bao,10,5
ç×,qian,16,5
ÉÉ,shan,15,5
çÉ,gao,13,5
Öü,zhu,8,5
ÕÀ,zhan,11,5
õÊ,jia,12,5
ç¹,quan,11,5
Î¬,wei,11,5
¾ê,juan,10,5
Òï,yi,8,5
ç§,zhou,8,5
Á®,lian,13,5
¸Ù,gang,7,5
ØÊ,jue,12,5
³ù,chu,18,5
Ñ·,xun,9,5
ÔÁ,yue,12,5
Óâ,yu,12,5
¶İ,dun,12,5
ÁÓ,lie,6,5
åì,ji,10,5
»²,huai,9,5
Êº,shi,9,5
Ğá,xiu,13,5
İæ,xuan,12,5
æ¯,jiao,9,5
åı,yu,7,5
Àò,li,10,5
±Î,bi,14,5
Şµ,bi,16,5
æÎ,piao,14,5
¼¾,ji,8,5
ÜÔ,mo,8,5
Å°,nue,9,5
¿Ç,ke,7,5
Ãç,miao,8,5
Çù,qu,11,5
·Ò,fen,7,5
ÛÖ,he,17,5
Ö¥,zhi,6,5
Ä¹,mu,13,5
¶é,duo,11,5
Åà,pei,11,5
Ì¹,tan,8,5
â¶,chuan,6,5
²²,bo,14,5
ÑÜ,yan,9,5
ÖÔ,zhong,10,5
Ôë,zao,16,5
¸¬,pu,11,5
àß,qin,15,5
°ı,bao,15,5
Òü,yin,4,5
Öâ,zhou,7,5
ÅÇ,pai,11,5
æ·,di,10,5
Óè,yu,4,5
ãÇ,wei,7,5
Åø,pi,9,5
âó,yang,8,5
óÏ,sheng,11,5
º§,hai,9,5
¶Ó,dui,4,5
Èî,ruan,6,5
¸ê,ge,4,5
Å³,nuo,17,5
Õğ,zhen,15,5
Õè,zhen,10,5
ö±,xian,20,5
±ï,bie,15,5
Îê,wu,9,5
½ö,jin,4,5
Â¿,lv,7,5
âÄ,bo,10,5
ÓÏ,you,7,5
¼Õ,jia,12,5
·ß,fen,12,5
ì¬,sou,13,5
ËË,song,8,5
Ç¬,qian,11,5
¶è,duo,12,5
Â³,lu,12,5
²ß,ce,12,5
±â,bian,9,5
óğ,zhen,15,5
ğ»,gua,11,5
õ¸,xun,21,5
²§,bo,10,5
¾¨,jing,16,5
ãÅ,shuan,4,5
¸İ,gao,16,5
Èµ,que,13,5
ÁÑ,lie,12,6
ìº,jing,11,6
İÓ,ying,11,6
æ®,luan,9,6
Çğ,qiu,5,6
îÃ,juan,23,6
ÀŞ,lei,16,6
ó¤,chi,16,6
µµ,dang,10,6
ó§,shi,17,6
Àè,li,15,6
Š¹,wa,9,6
°£,ai,10,6
»È,huang,15,6
³¨,chang,12,6
ÒÄ,yi,6,6
Ğµ,xie,11,6
×Æ,zhuo,7,6
Ø¿,nie,2,6
â¼,tang,6,6
÷Ù,ji,16,6
Ëè,sui,21,6
æï,zhi,12,6
Õº,zhan,22,6
ÑÙ,yan,8,6
òË,qiong,12,6
ÌÁ,tang,13,6
ğÄ,wu,13,6
åü,wu,7,6
ºû,hu,15,6
ÆÊ,pou,10,6
°°,an,15,6
»¸,huan,10,6
Õ¢,zha,8,6
·º,fan,7,6
µ³,dang,10,6
²´,bo,8,6
¹Á,gu,8,6
³ì,chou,14,6
·Ğ,fei,8,6
×È,zi,9,6
Á¤,li,7,6
¹µ,gou,7,6
È½,ran,5,6
ÆÓ,pu,6,6
Èß,rong,4,6
Âà,luo,13,6
Ö­,zhi,5,6
åÆ,yi,8,6
Ç¹,qiang,8,6
åÔ,wei,11,6
¿á,ku,14,6
½Ë,jiao,13,6
½¼,jiao,8,6
Ôó,ze,8,6
éß,cha,18,6
··,fan,8,6
°É,ba,7,6
ÀÀ,lan,9,6
ìª,sa,9,6
»±,huai,13,6
Ó÷,yu,12,6
Óş,yu,13,6
ä¾,zhu,11,6
ØÄ,se,11,6
¶©,ding,4,6
ºË,he,10,6
·í,feng,6,6
Ñ®,xun,6,6
Õ©,zha,7,6
Ù¹,si,9,6
¹î,gui,8,6
ÍÛ,wa,9,6
ßå,zha,9,6
·Ì,fei,10,6
×»,zhun,10,6
Â¤,long,7,6
Ö¨,zhi,7,6
½©,jiang,15,6
À»,lan,12,6
½ú,jin,10,6
õÓ,jiao,13,6
¹ê,gui,7,6
°¬,ai,5,6
¼¹,ji,10,6
ŞÕ,pin,8,6
ÎÍ,weng,8,6
àø,wei,7,6
Éğ,shen,8,6
Çİ,qin,12,6
İÅ,chang,11,6
½İ,jie,11,6
Ã¯,mao,8,6
´¯,chuang,9,6
ÜÆ,zhi,7,6
µé,dian,7,6
¸ş,geng,19,6
ÂÕ,lun,7,6
óİ,zheng,12,6
·¤,fa,12,6
Ó§,ying,14,6
¿³,kan,9,6
±®,bei,13,6
æÉ,pin,13,6
×ë,zuan,20,6
áß,xun,9,6
³¹,che,7,6
ê­,deng,13,6
Ñæ,yan,12,6
‹O,hua,11,6
ÍÚ,wa,9,6
¹¢,geng,10,6
ã³,yun,12,6
¼µ,ji,13,6
Óü,yu,9,6
ÄÓ,nao,9,6
¹Ş,guan,23,6
ëÈ,yao,8,6
æÃ,ting,12,6
³Ó,cheng,10,6
Öó,zhu,12,6
·ô,fu,8,6
ËÈ,si,3,6
¿©,ge,9,7
ÏÑ,xian,9,7
¿ß,ku,13,7
Âª,lou,8,7
»©,hua,9,7
É¬,se,10,7
³á,chi,10,7
ÉÚ,shao,10,7
Ïè,xiang,12,7
ÙÁ,wo,10,7
äÀ,xi,11,7
±À,beng,11,7
Êç,shu,11,7
Ñ¶,xun,5,7
ÑÆ,ya,9,7
¸á,gao,10,7
»À,huan,11,7
ßÌ,ning,8,7
ô¤,bo,19,7
¸Ü,gang,7,7
¿±,kan,11,7
ó÷,bi,16,7
·à,fen,12,7
Ìê,ti,9,7
ÀÒ,lao,13,7
Â±,lu,7,7
É¾,shan,7,7
×­,zhuan,15,7
²ä,ceng,19,7
çó,luo,10,7
ï¾,ke,13,7
Îı,xi,13,7
¿µ,kang,11,7
¶§,ding,13,7
õË,bo,12,7
ôó,lie,13,7
ôò,qie,12,7
ÉŞ,she,11,7
¹±,gong,7,7
°³,an,10,7
»Ï,huang,13,7
Ô¥,yu,15,7
âê,chang,7,7
Òê,yi,10,7
µà,dian,11,7
ºÆ,hao,10,7
ßû,tao,11,7
Ïö,xiao,15,7
à¥,lang,11,7
ÃÂ,mei,12,7
Ñ£,xuan,10,7
ã´,kui,12,7
³Û,chi,6,7
µÌ,di,12,7
ÀÆ,lang,12,7
Ã¢,mang,6,7
È·,que,12,7
¿Á,ke,8,7
±Ö,bi,11,7
ñ±,pi,18,7
Ùí,su,6,7
Ğç,xu,6,7
Óİ,yu,13,7
·¶,fan,8,7
¿¬,kai,13,7
»ç,hun,9,7
İ±,tu,10,7
æ¤,niu,7,7
ß¬,zuan,23,7
Ó¨,ying,10,7
ÅÊ,pan,19,7
ÒÖ,yi,7,7
·¯,fan,8,7
Çæ,qing,16,7
Æ²,pie,14,7
Ã§,mang,10,7
Íñ,wan,11,7
Ãó,min,5,7
Ô«,yuan,9,7
Áñ,liu,14,7
Åü,pi,15,7
Îë,wu,7,7
Ò¢,yao,6,7
Ô£,yu,12,7
ÉØ,shao,14,7
éÄ,bin,14,7
Ğê,xu,14,7
äÓ,xu,12,7
ÃØ,mi,10,7
µ¿,dao,11,7
»à,hui,11,7
Éü,sheng,9,7
Íó,wan,12,7
Áû,long,11,7
Ë°,shui,12,7
¼á,jian,7,7
Ìò,tian,14,7
°Ğ,ba,13,7
ó¼,du,24,7
Ñğ,yang,8,7
É£,sang,10,7
Îí,wu,13,8
Å¹,ou,8,8
Ù¯,nong,8,8
º¨,han,12,8
½´,jiang,13,8
Â¨,lou,15,8
ÌÕ,tao,10,8
É°,sha,9,8
çø,ying,12,8
öŞ,jiao,14,8
Ï÷,xue,9,8
»Ë,huang,11,8
³û,chu,13,8
»û,ji,13,8
×©,zhuan,9,8
Áè,ling,10,8
ÑÖ,yan,11,8
´Å,ci,14,8
ÍÔ,tuo,6,8
²Ö,cang,4,8
¿ú,kui,13,8
ğ®,yong,7,8
»ü,ji,15,8
Ââ,luo,14,8
ïÔ,juan,14,8
Áå,ling,10,8
ïÎ,lou,14,8
±ú,bing,9,8
Ñş,yao,14,8
Çê,qing,8,8
í§,zi,10,8
Âá,luo,14,8
âã,chan,6,8
½¤,jian,8,8
Ú¤,ming,10,8
·æ,feng,12,8
è¬,ying,15,8
¿Ù,kou,7,8
Ğ«,xie,15,8
Ê¨,shi,9,8
¹È,gu,7,8
Ô¢,yu,12,8
ÚÏ,an,11,8
ÎÃ,wen,10,8
Åµ,nuo,10,8
ÏÌ,xian,9,8
ÆÕ,pu,12,8
Úµ,jie,8,8
Ú²,kuang,8,8
Àê,li,10,8
³Î,cheng,15,8
³ç,chong,11,8
±¬,bao,19,8
¸×,gang,9,8
Ô×,zai,10,8
Òí,yi,17,8
Î¹,wei,12,8
ñø,guo,12,8
Óó,yu,6,8
àµ,jie,12,8
Ó¬,ying,14,8
Ìó,tian,12,8
Çô,qiu,5,8
òå,guo,14,8
¸È,gai,12,8
Æ¯,piao,14,8
³Ä,chen,8,8
ëï,mian,13,8
³±,chao,15,8
¼©,ji,12,8
Ïº,xia,9,8
Ëğ,sun,10,8
ÔÈ,yun,4,8
Äæ,ni,9,8
±Å,beng,9,8
ß¥,cuan,15,8
À±,la,14,8
Öø,zhu,11,8
ÎÀ,wei,3,8
¿û,kui,12,8
À÷,li,5,8
¹á,guan,8,8
´¿,chun,7,8
·Ä,fang,7,8
ß­,nang,25,8
ìÄ,zhu,9,8
ÉÅ,shan,16,8
õæ,nie,17,8
õß,chuai,16,8
Ä­,mo,8,8
µĞ,di,10,8
Ç÷,qu,12,8
ÉÜ,shao,8,8
²Ó,can,7,8
ÀÌ,lao,10,8
ÃË,meng,13,9
Ë´,shun,12,9
¶Ã,du,13,9
ÒÕ,yi,4,9
É§,sao,12,9
Ó¯,ying,9,9
Î®,wei,11,9
×¦,zhao,4,9
÷Ê,yan,15,9
Éß,she,11,9
½¾,jiao,9,9
Üô,xing,9,9
ÑĞ,yan,9,9
ÁÚ,lin,7,9
ÉÀ,shan,8,9
Ëö,suo,11,9
Àº,lan,16,9
¾¬,jing,13,9
·µ,fan,7,9
ÓØ,yu,6,9
Ï½,xia,14,9
öÉ,zan,16,9
ÏË,xian,6,9
óï,xiao,14,9
õ¾,cu,18,9
µ¸,dao,17,9
Á·,lian,8,9
¿ç,kua,13,9
ÈŞ,rong,9,9
Ãı,miu,13,9
Éæ,she,10,9
º²,han,16,9
ÁÜ,lin,11,9
ÌÊ,tang,11,9
Æ©,pi,20,9
ğ¦,rang,22,9
»ô,huo,16,9
çı,cong,12,9
ä×,wo,12,9
¸Û,gang,12,9
È®,quan,4,9
ëç,yan,12,9
¸¯,fu,14,9
ÍÇ,tui,13,9
µ»,dao,11,9
½Ê,jiao,9,9
ÖÍ,zhi,12,9
ĞÊ,xing,12,9
×¾,zhuo,8,9
Í°,tong,11,9
ÁÈ,liao,14,9
ÙÉ,xie,11,9
²¶,bu,10,9
ÊÚ,shou,11,9
°Á,ao,12,9
á¦,fan,15,9
²¯,bo,8,9
ŞÉ,xi,10,9
ÆÜ,qi,10,9
ÕÙ,zhao,5,9
Ù¿,shu,10,9
ÔÀ,yue,8,9
Ù»,qian,10,9
»Ü,hui,5,9
ÒÁ,yi,6,9
ÃŞ,mian,12,9
ÊË,shi,5,9
æÏ,chang,14,9
½é,jie,4,9
ßê,chi,10,9
¿®,kai,12,9
µÕ,di,14,9
É¹,shai,10,9
°¼,ao,5,9
è»,wu,7,10
±Û,bi,17,10
ÕË,zhang,8,10
Êõ,shu,5,10
Î¾,wei,11,10
»¥,hu,4,10
ÆÄ,po,11,10
Ëò,suo,13,10
Ğî,xu,13,10
ÑÍ,yan,11,10
ÅË,pan,15,10
¹À,gu,7,10
Õ¶,zhan,8,10
×Ì,zi,12,10
âÁ,chi,7,10
ºÀ,hao,14,10
±á,bian,8,10
²ö,chan,12,10
»Î,huang,10,10
ÃÁ,mei,9,10
Ô¨,yuan,11,10
°ß,ban,12,10
ÅÚ,pao,9,10
õâ,duo,16,10
Óı,yu,8,10
Í¹,tu,5,10
Äğ,niang,14,10
¹Î,gua,8,10
¿Æ,ke,9,10
Õ°,zhan,18,10
²Ç,cai,13,10
ÇÏ,qiao,10,10
Ú£,zhong,10,10
µÖ,di,8,10
ğì,lao,12,10
óù,su,17,10
Õ÷,zheng,8,10
ÁÆ,liao,7,10
Ğó,chu,10,10
´é,cuo,15,10
±è,bian,17,10
Æ°,piao,16,10
Ó¹,yong,11,10
Æ´,pin,9,10
×§,zhuai,9,10
´ì,cuo,10,10
Ïİ,xian,10,10
çè,dian,9,10
¾è,juan,10,10
¹ã,guang,3,10
µÅ,deng,19,10
êş,bai,12,10
´ê,cuo,12,10
ìÙ,yun,15,10
ËÁ,si,13,10
Â£,long,8,10
Ôå,zao,19,10
¿Ã,ke,12,10
ôÁ,niao,10,10
Õ²,zhan,13,10
ÅÛ,pao,10,10
½·,jiao,12,10
É¤,sang,13,10
Àõ,li,10,10
ËÜ,su,13,10
³÷,chu,16,10
Ğú,xuan,12,10
°ô,bang,12,10
Ğô,xu,9,11
ºé,hong,9,11
½ò,jin,9,11
¸ğ,ge,12,11
Ğ¤,xiao,7,11
ÏÕ,xian,9,11
¹­,gong,3,11
¼¡,ji,6,11
ç¯,xiao,10,11
æ²,li,10,11
Ö«,zhi,8,11
ËÌ,song,10,11
çç,long,9,11
Ôû,zha,12,11
Ëë,sui,17,11
Õ­,zhai,10,11
Ãì,miao,12,11
¿Ê,ke,12,11
Á¶,lian,9,11
¼ò,jian,13,11
·Ï,fei,8,11
¿½,kao,9,11
Î¸,wei,9,11
ÑÎ,yan,10,11
°Å,ba,7,11
Ñ×,yan,8,11
è«,huang,15,11
Âİ,luo,17,11
»Ş,hui,11,11
±İ,bi,9,11
½ş,jin,10,11
ÁÀ,liang,12,11
Å©,nong,6,11
»í,huo,17,11
Êî,shu,12,11
ÕÍ,zhang,8,11
½ß,jie,14,11
¿õ,kuang,7,11
ºä,hong,8,11
Ôè,zao,16,11
Áá,ling,9,11
Ç±,qian,15,11
²È,cai,15,11
ÀÎ,lao,7,11
µ§,dan,11,11
Ğè,xu,14,11
Ş°,hong,16,11
É­,sen,12,11
´ë,cuo,11,11
íé,zhi,12,11
»Ì,huang,12,11
¿Ü,kou,11,11
ò¯,qian,10,11
µ·,dao,10,11
æ¨,zhou,8,11
ÅÏ,pan,10,11
²Û,cao,15,11
Á£,li,11,11
±Ó,bi,7,11
ßë,lao,10,11
ÀÄ,lan,13,12
½±,jiang,9,12
Öù,zhu,9,12
Â×,lun,6,12
Å¬,nu,7,12
Åë,peng,11,12
ô­,chuan,9,12
¹ø,guo,12,12
Ôê,zao,20,12
¼ó,jian,9,12
°ê,ban,19,12
²ı,chang,8,12
Â½,lu,7,12
Çí,qiong,12,12
ºè,hong,11,12
Ò­,ye,15,12
°Ø,bai,9,12
Í¾,tu,10,12
¼ã,jian,11,12
Á»,liang,13,12
Íø,wang,6,12
Ñ«,xun,9,12
ÊŞ,shou,11,12
×«,zhuan,15,12
ìë,si,7,12
Ëñ,sun,10,12
³©,chang,8,12
ÅŞ,pei,8,12
¸©,fu,10,12
µ²,dang,9,12
Éİ,she,11,12
Õ¨,zha,9,12
Æ¼,ping,11,12
Ôö,zeng,15,12
ÂÜ,luo,11,12
¿Ò,ken,10,12
×Ë,zi,9,12
âû,yan,9,12
¶Ò,dui,7,12
Ğş,xuan,5,12
õõ,diao,12,12
»¼,huan,11,12
½ª,jiang,9,12
Íô,wang,7,12
ºÕ,he,14,12
ÆÑ,pu,13,12
àÒ,qi,14,12
°ş,bao,10,12
±×,bi,14,12
±É,bi,13,12
Ç¶,qian,12,12
¾¾,jiu,12,12
Êß,shu,15,12
¹ª,gong,10,12
ñ®,lai,18,12
ßÒ,ji,9,12
Ğº,xie,8,12
ºí,hou,12,12
½º,jiao,10,12
Óá,yu,9,12
êï,qu,15,12
Òú,yin,11,13
Ïª,xi,13,13
×Ê,zi,10,13
°ñ,bang,14,13
ÓÅ,you,6,13
°ò,bang,14,13
²æ,cha,3,13
Á²,lian,11,13
½¨,jian,8,13
ÓÓ,you,7,13
·Â,fang,6,13
ĞÈ,xing,13,13
Ãô,min,11,13
ÉÖ,shao,6,13
Õ³,zhan,11,13
Öô,zhu,8,13
´Ô,cong,5,13
Ôí,zao,7,13
Å¡,ning,8,13
À°,la,12,13
±¥,bao,8,13
¼¼,ji,7,13
Ä¦,mo,15,13
°í,ban,8,13
³Ü,chi,10,13
½Â,jiao,11,13
ÌŞ,ti,10,13
²í,cha,7,13
ØÀ,ji,6,13
´Ğ,cong,12,13
ÙÊ,ji,11,13
ßË,dong,8,13
Ô¿,yao,9,13
¸Ë,gan,7,13
¶£,ding,5,13
Íà,wa,10,13
Ïï,xiang,9,13
Î¨,wei,11,13
¶Ş,duo,11,13
¼ø,jian,13,13
éç,lian,11,13
À®,la,12,13
µÊ,deng,14,13
Àß,lei,6,13
Óß,yu,14,13
Ò¨,yao,10,13
ÇÖ,qin,9,13
ÕÇ,zhang,10,13
óÒ,li,11,13
îÂ,guan,16,13
»Í,huang,13,13
Óî,yu,6,13
Ã©,mao,8,13
ºæ,hong,10,13
Ò¥,yao,12,13
³Ñ,cheng,10,13
¾¢,jin,7,13
½¡,jian,10,13
ÚÉ,jian,11,13
ÁÃ,liao,15,13
Çı,qu,7,13
·Î,fei,8,13
Ò¤,yao,11,13
íï,dun,9,13
ĞÀ,xin,8,14
Ãè,miao,11,14
°û,bao,9,14
¹¥,gong,7,14
Öê,zhu,10,14
Ø³,yao,4,14
ÃÛ,mi,14,14
ÍÊ,tui,14,14
¸°,fu,9,14
µæ,dian,9,14
Ö×,zhong,8,14
¿²,kan,7,14
ÌĞ,tao,10,14
ç÷,qi,12,14
ÍÍ,tun,4,14
Ò´,ye,11,14
Ğ­,xie,6,14
¸î,ge,12,14
¾¤,jing,14,14
×Õ,zi,11,14
¾ú,jun,11,14
Âø,man,14,14
æ¾,bi,11,14
ÄÀ,mu,13,14
ºã,heng,9,14
ËĞ,song,9,14
²Ü,cao,11,14
Ó³,ying,9,14
Æ×,pu,14,14
Î­,wei,7,14
Åç,pen,12,14
¶º,dou,10,14
ÓÛ,yu,8,14
Í²,tong,12,14
Æ­,pian,12,14
ÖŞ,zhou,9,14
Àó,li,9,14
ßÉ,gua,8,14
ÃÏ,meng,8,14
±©,bao,15,14
âÅ,yu,10,14
¶­,dong,12,14
¿ı,kui,13,14
Äº,mu,14,14
Ş±,wei,16,14
¹³,gou,9,14
Ş¤,liao,14,14
Ğı,xuan,11,14
Òó,yin,10,14
·ª,fan,18,14
Èê,ru,6,14
ÄÄ,na,9,14
Å¶,o,10,14
Ø²,yao,4,14
Æã,qi,7,14
É¡,san,6,14
»Ù,hui,13,15
×º,zhui,11,15
Ëõ,suo,14,15
Öã,zhou,8,15
Ä»,mu,13,15
ÇÔ,qie,9,15
Ä¶,mu,7,15
¿Ó,keng,7,15
·Ê,fei,8,15
í¶,ji,7,15
¹¡,geng,10,15
Ïõ,xiao,12,15
Äµ,mu,7,15
Õ®,zhai,10,15
Çã,qing,10,15
º©,han,15,15
Õô,zheng,13,15
²¨,bo,8,15
¶ğ,e,10,15
Æò,qi,3,15
×â,zu,10,15
Òñ,yin,9,15
´§,chuai,12,15
Ìë,ti,8,15
ÊÑ,shi,9,15
ÌÇ,tang,16,15
¸â,gao,16,15
¶Â,du,11,15
±ç,bian,16,15
Ğõ,xu,12,15
Éê,shen,5,15
Ëú,ta,13,15
Éû,sheng,12,15
Òä,yi,4,15
Æì,qi,14,15
Ïâ,xiang,22,15
¶É,du,12,15
³°,chao,15,15
Ö¯,zhi,8,15
âÍ,zhuan,15,15
ÍÃ,tu,8,15
ÇÑ,qie,8,15
³ï,chou,13,15
°ù,bang,12,15
Üò,fu,9,15
Ìé,ti,10,15
ÃÕ,mi,11,15
º¿,hao,17,16
¼é,jian,6,16
Óğ,yu,6,16
»Û,hui,15,16
±æ,bian,16,16
·÷,fu,8,16
»İ,hui,12,16
Ç¨,qian,6,16
÷è,qi,19,16
Ãù,ming,8,16
Ñ»,ya,9,16
Ïé,xiang,10,16
Ôä,zao,12,16
×¸,zhui,14,16
×ñ,zun,15,16
²Ò,can,11,16
µó,diao,2,16
Âõ,mai,6,16
È±,que,10,16
ÎÕ,wo,12,16
°ø,bang,12,16
Êâ,shu,10,16
¿Å,ke,14,16
ÂÄ,lv,15,16
Êü,shu,11,16
´Â,chao,11,16
Àô,li,6,16
Åİ,pao,8,16
Îô,xi,8,16
ïí,zhuo,18,16
°«,ai,13,16
Ó¡,yin,5,16
ÌÂ,tang,13,16
ëÊ,long,9,16
ãå,mu,7,16
áÌ,zai,12,16
Êª,shi,12,16
¿İ,ku,9,16
Üß,ling,8,16
Áµ,lian,10,16
ÉÁ,shan,5,17
¸µ,fu,12,17
ÉÒ,shao,11,17
ÀÇ,lang,10,17
ÇÕ,qin,9,17
ÊÅ,shi,10,17
Öå,zhou,10,17
²·,bo,2,17
Äó,nie,10,17
ÍÏ,tuo,8,17
¼ñ,jian,10,17
Æ±,piao,11,17
ÔÔ,zai,10,17
ÆÔ,pu,10,17
¿Ë,ke,7,17
³·,che,15,17
½½,jiao,9,17
±Ş,bian,18,17
µ®,dan,8,17
÷ë,lin,23,17
¼§,ji,10,17
Î¡,wei,20,17
Ô´,yuan,13,17
Ïô,xiao,11,17
ÎÛ,wu,6,17
ßì,geng,10,17
Öß,zhou,7,17
Ôù,zeng,16,17
Ì´,tan,17,17
Ì¦,tai,8,17
Åî,peng,13,17
»¬,hua,12,17
ÌÙ,teng,18,17
²â,ce,9,17
Ã±,mao,12,17
àÍ,chi,13,17
Ì¿,tan,9,17
ÕÈ,zhang,7,17
µì,dian,12,17
»ñ,huo,10,17
³¥,chang,11,18
ÉÃ,shan,16,18
¸ı,geng,8,18
É·,sha,13,18
Ï¾,xia,13,18
¶¶,dou,7,18
Òİ,yi,11,18
±¿,ben,11,18
ÈÅ,rao,7,18
·ù,fu,12,18
½³,jiang,6,18
Âé,ma,11,18
·ä,feng,13,18
²©,bo,12,18
À«,kuo,12,18
½®,jiang,19,18
µü,die,8,18
